user_id,first_pay_ts,first_pay_item,pre_pay_events,pre_pay_active_days,pre_pay_span_days,pre_pay_recency_days,obs_total_events,obs_active_days,obs_events_per_active_day,obs_w1_events,obs_w2_events,obs_decay_ratio,obs_activity_change_rate,obs_last_active_day,obs_recency_days,obs_unique_items,obs_unique_sources,obs_unique_platforms,obs_enter_count,obs_respond_count,obs_submit_count,obs_response_with_answer_count,obs_response_with_answer_rate,obs_play_video_count,obs_pause_video_count,obs_play_audio_count,obs_pause_audio_count,obs_quit_count,obs_pay_count,obs_refund_count,total_lifetime_events,is_refund_churn,is_non_renewal_churn,is_churn
u676907,1567708944320,p138,0,0,0,0,48,3,16,38,10,0.263158,-0.736842,10.393229,3.606771,23,3,1,11,11,8,11,1,3,2,3,3,3,1,0,48,0,1,1
u676917,1567659883622,p157,0,0,0,0,73,4,18.25,29,44,1.517241,0.517241,12.166728,1.833272,21,2,1,13,8,10,8,1,0,0,19,19,3,1,0,832,0,1,1
u676943,1567729372494,p137,0,0,0,0,336,3,112,1,335,335,334,11.370308,2.629692,53,2,1,46,20,4,20,1,112,111,0,0,42,1,0,336,0,1,1
u676946,1565905940467,p156,0,0,0,0,113,2,56.5,113,0,0,-1,0.409675,13.590325,57,2,1,34,24,23,24,1,0,0,8,8,11,1,0,350,0,1,1
u676947,1568143187067,p137,757,3,4.191489,0.439448,278,5,55.6,53,225,4.245283,3.245283,12.29,1.71,132,3,1,87,103,30,103,1,0,0,0,0,57,1,0,3603,0,1,1
u676952,1565736801893,p130,0,0,0,0,19,2,9.5,19,0,0,-1,0.364776,13.635224,13,1,1,6,6,6,6,1,0,0,0,0,0,1,0,19,0,1,1
u676957,1567711051644,p137,21,1,0.002371,32.811298,65,5,13,60,5,0.083333,-0.916667,9.785393,4.214607,27,2,1,20,8,8,8,1,0,0,6,6,12,1,0,338,0,1,1
u676966,1567713183851,p164,0,0,0,0,202,2,101,202,0,0,-1,3.745599,10.254401,67,1,1,71,36,35,36,1,0,0,11,11,36,1,0,202,0,1,1
u677006,1565127084130,p156,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,527,0,1,1
u677023,1567820594459,p158,72,1,0.372715,0.483815,744,4,186,743,1,0.001346,-0.998654,8.534884,5.465116,162,2,2,123,60,52,60,1,0,0,218,218,71,1,1,2010,1,0,1
u677067,1567718250745,p138,0,0,0,0,486,5,97.2,486,0,0,-1,4.32035,9.67965,108,6,1,74,35,33,35,1,18,18,132,132,41,1,0,486,0,1,1
u677070,1564841222154,p124,0,0,0,0,276,4,69,135,141,1.044444,0.044444,8.704472,5.295528,120,2,1,69,57,31,57,1,0,0,40,40,38,1,0,1139,0,1,1
u677081,1571274140697,p169,21,1,0.001471,40.800481,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,1,1
u6771,1562709641344,p124,27,1,0.002725,4.461336,5,2,2.5,5,0,0,-1,0.702852,13.297148,2,1,1,1,0,0,0,0,1,1,0,0,1,1,0,479,0,1,1
u677100,1564338626676,p127,0,0,0,0,1228,6,204.666667,864,364,0.421296,-0.578704,9.463467,4.536533,640,1,1,332,350,165,350,1,0,0,81,81,167,1,0,1797,0,1,1
u677103,1567735754813,p157,0,0,0,0,61,1,61,61,0,0,-1,0.205876,13.794124,30,1,1,22,10,10,10,1,0,0,0,0,12,1,0,61,0,1,1
u677112,1567718805579,p169,0,0,0,0,45,2,22.5,45,0,0,-1,0.986308,13.013692,16,2,1,10,7,9,7,1,0,0,6,6,1,1,0,45,0,1,1
u677118,1566405888146,p162,302,2,1.307356,1.229728,57,2,28.5,57,0,0,-1,0.515578,13.484422,6,1,1,5,0,0,0,0,23,23,0,0,5,1,0,359,0,1,1
u677128,1565467897681,p131,104,1,0.472725,0.176462,831,8,103.875,744,87,0.116935,-0.883065,12.606741,1.393259,366,4,2,265,152,128,152,1,0,0,72,72,137,1,0,1065,0,1,1
u677132,1567799504762,p169,18,1,0.002559,0.558999,137,5,27.4,137,0,0,-1,3.561619,10.438381,63,3,1,42,24,20,24,1,4,4,8,8,22,1,0,248,0,1,1
u677138,1572410804549,p171,210,2,53.155576,0.775728,1147,8,143.375,786,361,0.459288,-0.540712,10.395463,3.604537,389,6,1,295,148,124,148,1,49,49,132,132,171,1,0,1357,0,1,1
u677142,1569451027346,p162,360,4,19.05403,0.619184,1303,7,186.142857,848,455,0.536557,-0.463443,12.250256,1.749744,560,5,2,461,286,208,286,1,3,3,35,35,253,1,0,2101,0,1,1
u677156,1567719747552,p169,0,0,0,0,33,2,16.5,33,0,0,-1,0.373343,13.626657,15,1,1,7,18,7,18,1,0,0,0,0,0,1,0,34,0,0,0
u677172,1567720683557,p169,0,0,0,0,249,4,62.25,249,0,0,-1,4.504085,9.495915,113,5,1,93,59,46,59,1,1,1,0,0,47,1,0,249,0,1,1
u677198,1567721834655,p169,0,0,0,0,532,4,133,532,0,0,-1,2.877449,11.122551,147,4,1,115,59,62,59,1,1,1,119,119,53,1,1,532,1,0,1
u677211,1567720897315,p136,81,1,0.015218,24.560021,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82,0,1,1
u677217,1565310284124,p130,0,0,0,0,484,2,242,1,483,483,482,10.855309,3.144691,158,2,1,81,100,41,100,1,0,0,80,79,40,1,0,484,0,1,1
u677231,1572215379281,p172,2165,9,48.070139,3.559727,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2317,0,1,1
u677274,1567807358836,p169,29,1,0.005003,0.585116,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,1,1
u677278,1565622256387,p131,0,0,0,0,1814,9,201.555556,1574,240,0.152478,-0.847522,13.744009,0.255991,826,3,1,691,399,266,399,1,0,0,9,8,425,1,0,4043,0,1,1
u677290,1568749040778,p136,32,1,0.004502,11.47926,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,1,1
u677306,1566405691736,p157,0,0,0,0,183,3,61,183,0,0,-1,2.297605,11.702395,60,5,1,43,28,17,28,1,7,7,27,27,26,1,0,1735,0,1,1
u677317,1568683162908,p163,0,0,0,0,86,2,43,1,85,85,84,13.509788,0.490212,47,1,1,21,29,11,29,1,0,0,7,7,10,1,0,86,0,1,1
u677319,1573967109815,p185,1316,13,80.936027,15.93427,647,9,71.888889,443,204,0.460497,-0.539503,9.150948,4.849052,238,5,2,167,91,73,91,1,19,18,88,88,94,1,0,1963,0,1,1
u677357,1565660033611,p156,0,0,0,0,2757,7,393.857143,2022,735,0.363501,-0.636499,13.358995,0.641005,999,5,1,580,560,286,560,1,27,27,264,264,294,1,0,4554,0,1,1
u677373,1567054339754,p162,29,1,0.003674,0.674462,409,5,81.8,102,307,3.009804,2.009804,13.013272,0.986728,229,3,1,160,84,76,84,1,2,2,0,0,84,1,0,1987,0,1,1
u677395,1567728898619,p157,40,1,0.037364,6.455371,14,1,14,14,0,0,-1,0.59674,13.40326,6,2,1,4,1,1,1,1,0,0,2,2,3,1,0,2315,0,1,1
u677396,1568610487218,p136,188,2,38.037338,9.756497,1042,10,104.2,660,382,0.578788,-0.421212,11.17882,2.82118,610,4,1,277,355,137,355,1,2,2,61,61,140,1,0,3620,0,1,1
u677397,1566349854892,p133,24,1,0.0029,0.618083,458,3,152.666667,458,0,0,-1,4.343553,9.656447,172,3,1,123,64,59,64,1,0,0,73,74,64,1,0,616,0,1,1
u677399,1565246819843,p130,0,0,0,0,29,2,14.5,29,0,0,-1,0.837508,13.162492,21,1,1,5,18,3,18,1,0,0,0,0,2,1,0,29,0,1,1
u677415,1565551211102,p130,0,0,0,0,285,6,47.5,167,118,0.706587,-0.293413,8.486129,5.513871,134,2,1,122,40,18,40,1,0,0,0,0,104,1,0,401,0,1,1
u677420,1565750738712,p130,0,0,0,0,1640,7,234.285714,1091,549,0.503208,-0.496792,9.189845,4.810155,670,6,2,488,339,263,339,1,0,0,147,148,225,1,0,2010,0,1,1
u677460,1567733725701,p136,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1470,0,1,1
u677470,1571456124344,p137,463,5,18.706934,24.005178,96,3,32,96,0,0,-1,2.072783,11.927217,52,1,1,36,21,17,21,1,0,0,0,0,19,1,0,860,0,1,1
u677472,1567734547656,p157,0,0,0,0,5339,12,444.916667,2242,3097,1.381356,0.381356,13.304285,0.695715,1655,4,1,1177,667,514,667,1,393,393,649,659,663,1,0,18543,0,0,0
u677478,1564726513801,p126,0,0,0,0,651,2,325.5,651,0,0,-1,1.474172,12.525828,192,6,2,146,77,72,77,1,31,31,80,81,74,1,0,1302,0,1,1
u677511,1567809080236,p169,23,1,0.003458,0.481989,216,6,36,214,2,0.009346,-0.990654,10.446948,3.553052,82,4,1,64,28,20,28,1,0,0,27,27,44,1,0,239,0,1,1
u677515,1567351793751,p136,0,0,0,0,138,2,69,1,137,137,136,8.741979,5.258021,80,2,1,52,33,23,33,1,0,0,0,0,29,1,0,217,0,1,1
u677535,1566121608395,p130,0,0,0,0,24,1,24,24,0,0,-1,0.363135,13.636865,13,1,1,6,6,6,6,1,0,0,2,2,0,1,0,24,0,1,1
u677560,1564602874772,p124,67,1,0.013387,0.80065,606,11,55.090909,309,297,0.961165,-0.038835,13.629599,0.370401,196,4,1,197,47,48,47,1,47,47,35,35,149,1,0,1602,0,0,0
u677592,1564923877588,p124,0,0,0,0,797,5,159.4,184,613,3.331522,2.331522,13.674769,0.325231,433,3,1,231,216,113,216,1,3,3,55,55,118,1,0,1457,0,1,1
u677596,1567741191751,p162,0,0,0,0,595,4,148.75,424,171,0.403302,-0.596698,13.253934,0.746066,199,7,1,141,81,63,81,1,1,1,112,112,78,1,0,611,0,1,1
u677600,1569029053838,p169,25,2,13.741892,0.809574,438,11,39.818182,193,245,1.26943,0.26943,13.066739,0.933261,207,6,1,152,70,65,70,1,8,8,18,18,87,1,0,1131,0,1,1
u677624,1567736966109,p162,165,1,0.016571,18.508278,1171,3,390.333333,1171,0,0,-1,1.91608,12.08392,233,5,2,167,126,88,126,1,0,0,324,321,79,1,0,1336,0,1,1
u677628,1567823086113,p157,23,1,0.002354,0.580422,49,2,24.5,1,48,48,47,8.31965,5.68035,22,1,1,12,9,6,9,1,0,0,6,6,6,1,0,72,0,1,1
u677639,1574045278825,p185,25,1,0.002926,72.592557,169,2,84.5,1,168,168,167,7.373668,6.626332,70,1,1,42,30,19,30,1,0,0,17,16,23,1,0,194,0,1,1
u6777,1566941482533,p142,20,1,0.002467,3.757635,1296,8,162,880,416,0.472727,-0.527273,12.231011,1.768989,391,5,1,296,113,133,113,1,78,78,149,150,163,1,0,1740,0,1,1
u677735,1567744870995,p163,0,0,0,0,47,2,23.5,47,0,0,-1,2.055341,11.944659,21,1,1,13,9,7,9,1,0,0,0,0,6,1,0,47,0,1,1
u677737,1567831235640,p162,31,1,0.002749,0.62877,8675,13,667.307692,2024,6651,3.286067,2.286067,13.999879,0.000121,3145,6,1,2512,1544,1200,1544,1,96,97,772,688,1311,1,0,15248,0,1,1
u677740,1572232797961,p173,2323,6,36.164412,15.410296,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2324,0,1,1
u677748,1567745017980,p136,0,0,0,0,814,6,135.666667,625,189,0.3024,-0.6976,12.481411,1.518589,324,7,2,223,146,108,146,1,34,34,77,76,115,1,0,2149,0,1,1
u677764,1567746325920,p162,0,0,0,0,153,3,51,153,0,0,-1,2.390561,11.609439,78,2,1,43,34,21,34,1,3,0,13,13,22,1,0,153,0,1,1
u677816,1567948087791,p138,0,0,0,0,254,2,127,1,253,253,252,7.9864,6.0136,129,2,1,73,87,35,87,1,4,4,5,5,38,1,0,254,0,1,1
u677889,1567750814967,p164,0,0,0,0,40,1,40,40,0,0,-1,0.373001,13.626999,21,1,1,10,11,10,11,1,0,0,4,4,0,1,0,40,0,1,1
u677906,1564164079752,p127,0,0,0,0,7397,10,739.7,5584,1813,0.324678,-0.675322,11.272436,2.727564,1756,4,1,1804,1541,871,1541,1,43,39,594,593,933,1,0,14958,0,1,1
u677939,1567754476645,p169,0,0,0,0,1102,11,100.181818,395,707,1.789873,0.789873,13.339657,0.660343,165,5,2,180,38,34,38,1,324,324,26,26,146,1,0,6593,0,1,1
u677955,1565718727882,p141,0,0,0,0,390,3,130,390,0,0,-1,1.82965,12.17035,99,6,1,92,36,42,36,1,11,11,63,65,50,1,0,786,0,1,1
u677994,1565300503018,p131,0,0,0,0,2085,11,189.545455,1759,326,0.185333,-0.814667,13.564187,0.435813,966,4,1,575,604,277,604,1,47,45,118,118,298,1,0,2214,0,1,1
u678029,1567758737946,p169,0,0,0,0,68,2,34,68,0,0,-1,1.341008,12.658992,41,3,1,23,18,17,18,1,0,0,1,1,6,1,0,1554,0,1,1
u678066,1565403993363,p157,0,0,0,0,707,7,101,634,73,0.115142,-0.884858,11.985286,2.014714,267,6,2,255,108,108,108,1,9,9,14,14,147,1,0,894,0,1,1
u678071,1567769087924,p157,0,0,0,0,103,1,103,103,0,0,-1,0.38618,13.61382,24,3,1,17,12,10,12,1,25,25,3,3,7,1,0,123,0,1,1
u678103,1566881965536,p142,37,1,0.005557,0.558546,15,2,7.5,15,0,0,-1,2.776225,11.223775,8,1,1,7,0,0,0,0,0,0,0,0,7,1,0,58,0,1,1
u678136,1567781147195,p169,0,0,0,0,574,7,82,566,8,0.014134,-0.985866,8.618277,5.381723,162,4,1,127,53,65,53,1,34,34,96,94,62,1,0,1463,0,1,1
u678139,1574514819560,p168,16,1,0.002814,77.564799,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,1,1
u678165,1567782807402,p162,28,1,0.002591,42.385457,304,7,43.428571,199,105,0.527638,-0.472362,12.604944,1.395056,143,4,1,102,63,46,63,1,0,0,18,18,56,1,0,370,0,1,1
u678169,1564045569167,p141,0,0,0,0,201,2,100.5,201,0,0,-1,0.728834,13.271166,68,2,2,43,28,28,28,1,0,0,41,45,15,1,0,489,0,1,1
u678171,1564959317937,p128,0,0,0,0,899,7,128.428571,714,185,0.259104,-0.740896,10.387124,3.612876,555,3,1,268,357,135,357,1,0,0,0,0,133,1,0,1224,0,1,1
u678182,1565706361694,p130,0,0,0,0,1339,7,191.285714,1272,67,0.052673,-0.947327,7.704235,6.295765,536,6,2,407,235,188,235,1,8,8,105,105,219,1,0,1339,0,1,1
u678183,1565036159934,p156,0,0,0,0,3276,7,468,3276,0,0,-1,5.16952,8.83048,1020,5,2,649,626,293,626,1,222,222,349,349,356,1,0,3683,0,1,1
u6782,1566850425403,p142,0,0,0,0,778,3,259.333333,778,0,0,-1,1.61273,12.38727,252,4,1,191,130,94,130,1,12,11,111,111,97,1,0,778,0,1,1
u678250,1567790667055,p136,0,0,0,0,1118,4,279.5,1118,0,0,-1,4.258846,9.741154,328,5,2,215,163,105,163,1,0,0,224,225,110,1,0,1456,0,1,1
u678252,1565669524476,p157,0,0,0,0,242,3,80.666667,158,84,0.531646,-0.468354,7.329761,6.670239,102,2,1,64,47,33,47,1,0,0,28,28,31,1,0,281,0,1,1
u678263,1567790428455,p157,0,0,0,0,134,2,67,134,0,0,-1,3.238588,10.761412,67,2,1,49,35,24,35,1,0,0,0,0,25,1,0,134,0,1,1
u678270,1567142243445,p168,21,1,0.001707,0.57184,467,2,233.5,283,184,0.650177,-0.349823,7.903884,6.096116,168,3,1,122,56,64,56,1,0,0,83,83,58,1,0,578,0,1,1
u678272,1567963055843,p136,100,2,23.999826,1.61501,1227,9,136.333333,981,246,0.250765,-0.749235,12.793812,1.206188,498,3,2,424,257,198,257,1,0,0,42,42,226,1,0,1337,0,1,1
u678318,1565943027623,p130,33,1,0.005027,12.766036,3,2,1.5,3,0,0,-1,1.158136,12.841864,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,36,0,1,1
u678321,1568571513503,p136,870,2,4.557612,4.072959,5793,11,526.636364,3074,2719,0.884515,-0.115485,10.941093,3.058907,2424,4,1,1464,1242,674,1242,1,34,19,721,721,790,1,0,7209,0,1,1
u678323,1567794242893,p168,0,0,0,0,447,5,89.4,1,446,446,445,13.578257,0.421743,123,1,1,88,74,10,74,1,0,0,98,98,78,1,0,1174,0,1,1
u678336,1572723964391,p172,7106,14,24.965612,37.501724,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7107,0,1,1
u678348,1567796158123,p157,0,0,0,0,345,7,49.285714,314,31,0.098726,-0.901274,11.578911,2.421089,119,4,2,77,44,38,44,1,0,0,73,73,39,1,0,824,0,1,1
u678352,1567789580072,p158,0,0,0,0,138,6,23,116,22,0.189655,-0.810345,8.625034,5.374966,47,5,2,37,22,19,22,1,0,0,19,19,18,1,0,138,0,1,1
u678371,1568996160506,p164,25,1,0.00213,13.512039,4379,12,364.916667,919,3460,3.764962,2.764962,13.869947,0.130053,1393,4,1,1068,591,462,591,1,376,376,392,395,606,1,0,12727,1,0,1
u678390,1568908005304,p162,0,0,0,0,540,3,180,540,0,0,-1,2.754847,11.245153,138,2,1,94,67,45,67,1,0,0,109,111,49,1,0,540,0,1,1
u678477,1567802685972,p138,0,0,0,0,570,9,63.333333,406,164,0.403941,-0.596059,13.622056,0.377944,45,2,2,55,7,8,7,1,207,207,19,19,47,1,0,2061,0,1,1
u678480,1567688362903,p157,32,1,0.003682,19.238304,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,1,1
u678491,1565467836104,p141,0,0,0,0,163,2,81.5,163,0,0,-1,0.633053,13.366947,79,4,1,62,37,35,37,1,0,0,0,0,27,1,0,525,0,1,1
u678505,1567803345573,p169,0,0,0,0,81,3,27,81,0,0,-1,1.590416,12.409584,20,2,1,13,8,7,8,1,20,20,3,3,6,1,0,81,0,1,1
u678507,1569969322929,p136,0,0,0,0,159,2,79.5,1,158,158,157,7.416757,6.583243,66,2,1,26,51,13,51,1,0,0,14,14,13,1,0,159,0,1,1
u678508,1567808027091,p162,0,0,0,0,470,6,78.333333,388,82,0.21134,-0.78866,8.410717,5.589283,155,6,2,112,79,59,79,1,1,1,81,83,53,1,0,470,0,1,1
u678514,1564603802740,p124,34,1,0.002745,4.578071,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,1,1
u678520,1567852216697,p136,38,1,0.004095,0.19456,126,2,63,126,0,0,-1,4.950609,9.049391,44,2,1,36,17,18,17,1,0,0,18,18,18,1,0,1877,0,0,0
u678562,1567805444659,p138,0,0,0,0,19,2,9.5,19,0,0,-1,0.361302,13.638698,13,1,1,6,6,6,6,1,0,0,0,0,0,1,0,19,0,1,1
u678583,1568224546037,p136,1775,10,37.454873,0.267162,4576,11,416,4484,92,0.020517,-0.979483,13.738699,0.261301,1362,5,1,1005,885,439,885,1,369,369,294,289,566,1,0,6351,0,1,1
u678602,1567807466656,p136,0,0,0,0,31,2,15.5,31,0,0,-1,0.355741,13.644259,21,1,1,10,10,10,10,1,0,0,0,0,0,1,0,31,0,1,1
u678607,1566455903302,p157,0,0,0,0,999,7,142.714286,982,17,0.017312,-0.982688,9.051494,4.948506,351,7,1,286,149,130,149,1,1,1,88,90,156,1,0,999,0,1,1
u678612,1566577793487,p162,0,0,0,0,38,2,19,38,0,0,-1,0.370963,13.629037,21,1,1,10,13,10,13,1,0,0,2,2,0,1,0,38,0,1,1
u678635,1572213362612,p177,20,1,0.001685,50.622997,612,6,102,323,289,0.894737,-0.105263,13.114913,0.885087,313,4,2,193,149,92,149,1,0,0,11,11,101,1,0,632,0,1,1
u678648,1564974813077,p141,42,1,0.005572,0.584493,27,2,13.5,27,0,0,-1,4.925038,9.074962,4,2,1,6,0,0,0,0,7,7,0,0,6,1,0,100,0,1,1
u678653,1567808775337,p169,0,0,0,0,1665,10,166.5,891,774,0.868687,-0.131313,13.670735,0.329265,724,7,1,523,252,251,252,1,6,6,174,174,272,1,0,2341,0,1,1
u678676,1568411446595,p168,0,0,0,0,724,5,144.8,465,259,0.556989,-0.443011,12.765185,1.234815,236,2,1,123,127,62,127,1,0,0,175,175,61,1,0,724,0,1,1
u678682,1567888862927,p138,23,1,0.002118,45.327843,32,2,16,32,0,0,-1,4.682127,9.317873,14,2,1,11,5,5,5,1,2,2,0,0,6,1,0,55,0,1,1
u678695,1564365598956,p126,0,0,0,0,31,1,31,31,0,0,-1,0.365791,13.634209,17,1,1,8,8,8,8,1,0,0,3,3,0,1,0,78,0,1,1
u6787,1565837105472,p131,0,0,0,0,1360,6,226.666667,349,1011,2.896848,1.896848,13.356242,0.643758,629,5,1,491,276,209,276,1,38,29,18,16,282,1,0,1467,0,1,1
u678735,1567815577613,p137,0,0,0,0,26,1,26,26,0,0,-1,0.329833,13.670167,15,1,1,7,8,7,8,1,0,0,1,1,0,1,0,26,0,1,1
u678747,1565489978196,p156,0,0,0,0,2228,10,222.8,510,1718,3.368627,2.368627,12.197548,1.802452,854,4,1,621,296,305,296,1,3,3,342,341,316,1,0,2242,0,1,1
u678765,1567814518594,p169,0,0,0,0,1069,7,152.714286,1065,4,0.003756,-0.996244,11.652294,2.347706,409,7,2,306,227,138,227,1,59,59,42,42,168,1,0,2709,0,1,1
u678791,1567813547272,p162,0,0,0,0,3356,11,305.090909,2033,1323,0.650762,-0.349238,13.206241,0.793759,365,7,2,343,160,178,160,1,1,1,1265,1242,165,1,0,9864,0,1,1
u678798,1567880276467,p169,30,1,0.003977,0.397601,192,7,27.428571,151,41,0.271523,-0.728477,9.777775,4.222225,85,3,1,62,31,27,31,1,1,1,8,8,35,1,0,241,0,1,1
u6788,1565909833974,p130,312,1,0.053425,5.086512,570,3,190,1,569,569,568,12.513742,1.486258,227,4,2,157,110,80,110,1,4,4,49,48,77,1,0,946,0,1,1
u678808,1567575507712,p163,203,4,6.816051,27.822443,88,3,29.333333,45,43,0.955556,-0.044444,7.180036,6.819964,32,1,1,22,12,13,12,1,0,0,13,12,9,1,0,544,0,1,1
u678822,1567820872607,p169,0,0,0,0,519,5,103.8,519,0,0,-1,6.470841,7.529159,211,6,1,145,77,69,77,1,1,1,48,48,76,1,0,519,0,1,1
u678823,1566431332282,p141,0,0,0,0,329,3,109.666667,329,0,0,-1,1.062292,12.937708,140,4,1,97,52,51,52,1,2,2,39,39,46,1,0,331,0,1,1
u678837,1564426586625,p124,0,0,0,0,2523,11,229.363636,1917,606,0.316119,-0.683881,13.468195,0.531805,877,2,1,581,585,256,585,1,20,17,369,367,325,1,0,2906,0,1,1
u678859,1572300391544,p173,27,1,0.002194,51.527192,464,6,77.333333,462,2,0.004329,-0.995671,10.449071,3.550929,136,5,1,129,33,32,33,1,1,1,71,70,97,1,0,826,0,1,1
u678862,1565800038427,p156,0,0,0,0,669,2,334.5,669,0,0,-1,2.734309,11.265691,329,2,1,230,151,113,151,1,0,0,13,13,117,1,0,669,0,1,1
u678898,1568411497688,p136,2977,6,6.219985,0.286291,2842,8,355.25,2072,770,0.371622,-0.628378,11.6547,2.3453,45,1,1,218,0,0,0,0,1211,1194,0,0,218,1,0,6958,0,1,1
u678899,1565672552326,p156,0,0,0,0,294,2,147,294,0,0,-1,0.883418,13.116582,128,4,1,83,45,45,45,1,4,4,37,37,38,1,0,340,0,1,1
u678906,1565850360890,p141,0,0,0,0,688,6,114.666667,548,140,0.255474,-0.744526,7.244039,6.755961,306,4,2,229,138,107,138,1,0,0,38,38,122,1,0,874,0,1,1
u678919,1566823865619,p136,0,0,0,0,177,2,88.5,177,0,0,-1,0.608047,13.391953,87,3,1,60,30,30,30,1,0,0,13,13,30,1,0,412,0,1,1
u678943,1566454371782,p164,0,0,0,0,85,2,42.5,85,0,0,-1,2.182666,11.817334,47,1,1,31,20,16,20,1,0,0,1,1,15,1,0,85,0,1,1
u678965,1567831709569,p163,0,0,0,0,48,2,24,48,0,0,-1,1.005315,12.994685,24,3,1,19,9,7,9,1,0,0,0,0,12,1,0,60,0,1,1
u678987,1565569020250,p141,0,0,0,0,1377,8,172.125,1239,138,0.11138,-0.88862,13.578875,0.421125,173,4,1,156,62,47,62,1,472,472,27,28,109,1,0,1695,0,1,1
u679,1562018350102,p141,0,0,0,0,1269,11,115.363636,698,571,0.818052,-0.181948,13.324262,0.675738,382,5,1,310,234,146,234,1,32,32,163,160,164,1,0,1276,0,1,1
u6790,1566501290821,p138,37,2,5.874163,10.73127,48,4,12,46,2,0.043478,-0.956522,10.716391,3.283609,21,3,1,14,11,6,11,1,0,0,4,4,8,1,0,85,0,1,1
u679006,1565217734073,p156,0,0,0,0,3621,9,402.333333,2992,629,0.210227,-0.789773,9.651944,4.348056,947,3,1,682,632,324,632,1,15,15,557,558,358,1,0,4969,0,1,1
u679013,1567821687885,p168,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,1,1
u679022,1566281519528,p134,0,0,0,0,49,2,24.5,1,48,48,47,7.342081,6.657919,25,1,1,8,32,4,32,1,0,0,0,0,4,1,0,148,1,0,1
u679047,1564974102033,p141,28,1,0.002388,0.609652,596,11,54.181818,376,220,0.585106,-0.414894,13.369931,0.630069,271,2,1,179,97,90,97,1,0,0,56,58,89,2,1,1532,1,0,1
u679062,1567825019311,p163,0,0,0,0,25,1,25,25,0,0,-1,0.36034,13.63966,13,1,1,6,6,6,6,1,0,0,3,3,0,1,0,25,0,1,1
u679066,1567824205118,p157,0,0,0,0,3254,11,295.818182,1082,2172,2.007394,1.007394,13.370402,0.629598,608,5,2,490,286,217,286,1,26,26,879,882,273,1,0,10025,0,1,1
u679104,1565932548926,p130,0,0,0,0,29,1,29,29,0,0,-1,0.364071,13.635929,17,1,1,8,12,8,12,1,0,0,0,0,0,1,0,29,0,1,1
u679121,1568530841777,p137,1093,10,28.645622,1.02721,4089,11,371.727273,2837,1252,0.441311,-0.558689,12.92707,1.07293,939,5,2,783,430,321,430,1,224,219,815,810,462,1,0,7360,0,1,1
u679130,1567825566510,p169,0,0,0,0,43,2,21.5,43,0,0,-1,4.027663,9.972337,20,2,1,10,13,9,13,1,1,1,2,2,1,1,0,43,0,1,1
u679154,1573351639175,p182,20,1,0.002175,81.707403,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,1,1
u679163,1567911773470,p136,49,1,0.013637,0.602022,1077,5,215.4,1077,0,0,-1,4.327845,9.672155,371,5,1,261,153,129,153,1,1,1,177,179,132,1,0,1126,0,1,1
u679200,1567828571357,p168,0,0,0,0,2600,12,216.666667,1381,1219,0.882694,-0.117306,13.144836,0.855164,1311,4,1,943,543,451,543,1,45,45,40,40,492,1,0,7741,0,1,1
u679203,1564957899021,p124,0,0,0,0,4,2,2,4,0,0,-1,3.679611,10.320389,3,1,1,1,1,1,1,1,0,0,0,0,0,1,0,4,0,1,1
u679291,1567896037762,p164,40,1,0.003696,0.394807,3657,14,261.214286,3163,494,0.156181,-0.843819,13.644319,0.355681,834,5,1,618,655,288,655,1,82,79,804,800,330,1,0,5980,0,1,1
u679321,1567830567047,p162,0,0,0,0,88,2,44,88,0,0,-1,1.765976,12.234024,34,4,1,23,10,11,10,1,8,8,7,7,12,1,0,88,0,1,1
u679383,1567915566383,p169,47,1,0.004353,0.593946,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,0,1,1
